player_name (draft/basic),draft_year (draft/basic),category (draft/basic),draft_team (draft/basic),draft_round (draft/basic),draft_pick (draft/basic),school (shared_basic),has_pre_draft,has_combine_data (combine),forty_yd_dash (combine),vertical_jump (combine),bench_press (combine),broad_jump (combine),three_cone_drill (combine),twenty_yd_shuttle (combine),has_forty_yd_dash (combine),has_vertical_jump (combine),has_bench_press (combine),has_broad_jump (combine),has_three_cone_drill (combine),has_twenty_yd_shuttle (combine),height_in (combine),weight_lb (combine),predraft_total_yards,predraft_total_tds,predraft_total_opportunities,predraft_yards_per_game_unified,predraft_tds_per_game_unified,predraft_opportunities_per_game_unified,predraft_yards_per_opportunity_unified,predraft_tds_per_opportunity_unified,avg_ppa_all (pre_draft),ppa_per_play (pre_draft),career_avg_ppa (pre_draft),career_total_ppa (pre_draft),age (post_draft),to (post_draft),games (post_draft),w_av (post_draft),dr_av (post_draft),car_av_filled (post_draft),allpro (post_draft),probowls (post_draft),hof (post_draft),seasons_started (post_draft),AV_year1 (post_draft),AV_year2 (post_draft),AV_year3 (post_draft),AV_year4 (post_draft),AV_4yr_sum (post_draft),AV_4yr_avg (post_draft),AV_4yr_avg_percentile (post_draft)
Chad Williams,2017,WR,ari,3,98,grambling st.,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,22,2019,17,1,1,11,0,0,FALSE,1,0,1,0,0,1,0.25,0.280762565
Charles Harris,2017,LB,mia,1,22,missouri,0,0,4.82,32,21,109,7.47,4.42,1,1,1,1,1,1,75,253,0,0,0,,,,,,,,,,22,2022,77,14,4,7,0,0,FALSE,1,2,1,2,2,7,1.75,0.52173913
Chase Roullier,2017,OL,was,6,199,wyoming,0,1,5.54,26.5,19,97,7.6,4.47,1,1,1,1,1,1,76,312,0,0,0,,,,,,,,,,24,2022,69,24,24,22,0,0,FALSE,4,4,7,5,6,22,5.5,0.780373832
Chidobe Awuzie,2017,DB,dal,2,60,colorado,0,1,4.43,34.5,16,132,6.81,4.14,1,1,1,1,1,1,72,202,0,0,0,,,,,,,,,,22,2022,71,22,15,17,0,0,FALSE,4,3,5,6,3,17,4.25,0.873913043
Chris Carson,2017,RB,sea,7,249,oklahoma st.,0,1,4.58,37,23,130,,,1,1,1,1,0,0,72,218,0,0,0,,,,,,,,,,22,2021,49,29,29,29,0,0,FALSE,3,2,9,10,8,29,7.25,0.883064516
Chris Godwin,2017,WR,tam,3,84,penn st.,1,1,4.42,36,19,126,7.01,4,1,1,1,1,1,1,73,209,0,0,0,,,,,,0.474,0.473738095,2.016,174.363,21,2022,87,40,40,28,0,1,FALSE,4,4,6,10,8,28,7,0.904679376
Chris Wormley,2017,DL,bal,3,74,michigan,0,1,,,23,,,,0,0,1,0,0,0,77,298,0,0,0,,,,,,,,,,23,2022,80,17,8,11,0,0,FALSE,3,1,4,4,2,11,2.75,0.6191067
Christian McCaffrey,2017,RB,car,1,8,stanford,1,1,4.48,37.5,10,121,6.57,4.22,1,1,1,1,1,1,71,202,0,0,0,,,,,,0.469,0.468644068,1.016,216.405,21,2022,75,58,48,43,1,2,FALSE,4,9,16,15,3,43,10.75,0.963709677
Chuck Clark,2017,DB,bal,6,186,virginia tech,0,1,4.54,34,16,122,6.85,4.07,1,1,1,1,1,1,72,208,0,0,0,,,,,,,,,,22,2022,96,27,27,15,0,0,FALSE,4,1,2,4,8,15,3.75,0.74795082
Colin Holba,2017,LS,pit,6,213,louisville,0,1,5.19,28,,115,,,1,1,0,1,0,0,76,248,0,0,0,,,,,,,,,,23,2020,19,0,,0,0,0,FALSE,0,0,0,0,0,0,0,0.375
Conor McDermott,2017,OL,nwe,6,211,ucla,0,1,5.18,28.5,,105,7.52,4.58,1,1,0,1,1,1,80,307,0,0,0,,,,,,,,,,24,2022,49,6,3,2,0,0,FALSE,0,0,0,1,1,2,0.5,0.203869048
Cooper Kupp,2017,WR,lar,3,69,east. washington,0,1,4.62,31,,116,6.75,4.08,1,1,0,1,1,1,74,204,0,0,0,,,,,,,,,,24,2022,80,52,52,31,1,1,FALSE,5,9,6,9,7,31,7.75,0.921143847
Cordrea Tankersley,2017,DB,mia,3,97,clemson,0,1,4.4,29.5,13,121,7,4.32,1,1,1,1,1,1,73,199,0,0,0,,,,,,,,,,23,2020,19,4,4,4,0,0,FALSE,1,4,0,0,0,4,1,0.456521739
Corey Davis,2017,WR,ten,1,5,western michigan,1,1,,,,,,,0,0,0,0,0,0,75,209,0,0,0,,,,,,0.766,0.766447368,3.193,343.835,22,2022,78,31,24,26,0,0,FALSE,5,3,7,5,11,26,6.5,0.889948007
Corey Levin,2017,OL,ten,6,217,chattanooga,0,1,5.16,26.5,26,106,7.55,4.73,1,1,1,1,1,1,76,307,0,0,0,,,,,,,,,,23,2022,45,5,5,2,0,0,FALSE,0,0,2,0,0,2,0.5,0.6875
Corn Elder,2017,DB,car,5,152,miami (fl),0,1,4.55,,,,,,1,0,0,0,0,0,70,183,0,0,0,,,,,,,,,,22,2021,35,2,2,1,0,0,FALSE,0,0,1,0,0,1,0.25,0.230434783
Curtis Samuel,2017,WR,car,2,40,ohio st.,0,1,4.31,37,18,119,7.09,4.33,1,1,1,1,1,1,71,196,0,0,0,,,,,,,,,,21,2022,75,23,18,19,0,0,FALSE,4,1,5,5,8,19,4.75,0.798093588
D'Onta Foreman,2017,RB,hou,3,89,texas,0,1,,,18,,,,0,0,1,0,0,0,72,233,0,0,0,,,,,,,,,,21,2022,43,13,2,3,0,0,FALSE,1,2,0,0,1,3,0.75,0.333333333
D.J. Jones,2017,DL,sfo,6,198,mississippi,0,1,5.04,28.5,25,108,7.73,4.65,1,1,1,1,1,1,73,319,0,0,0,,,,,,,,,,22,2022,76,29,22,17,0,0,FALSE,4,1,2,6,8,17,4.25,0.782191781
Daeshon Hall,2017,DL,car,3,77,texas aandm,0,1,4.76,36,18,123,7.03,4.38,1,1,1,1,1,1,77,266,0,0,0,,,,,,,,,,22,2019,13,1,0,1,0,0,FALSE,0,0,0,1,0,1,0.25,0.183622829
Dalvin Cook,2017,RB,min,2,41,florida st.,1,1,4.49,30.5,22,116,7.27,4.53,1,1,1,1,1,1,70,210,0,0,0,,,,,,0.197,0.197083333,0.724,189.676,22,2022,73,52,52,39,0,4,FALSE,5,4,6,15,14,39,9.75,0.947580645
Dalvin Tomlinson,2017,DL,nyg,2,55,alabama,0,1,5.19,27,,110,7.68,4.59,1,1,0,1,1,1,75,310,0,0,0,,,,,,,,,,23,2022,93,35,25,28,0,0,FALSE,6,6,6,7,9,28,7,0.919178082
Damontae Kazee,2017,DB,atl,5,149,san diego st.,0,1,4.54,34,11,124,,,1,1,1,1,0,0,70,184,0,0,0,,,,,,,,,,24,2022,78,19,12,12,0,0,FALSE,3,1,6,5,0,12,3,0.743478261
Dan Feeney,2017,OL,lac,3,71,indiana,0,1,5.24,28,26,101,7.52,4.68,1,1,1,1,1,1,76,305,0,0,0,,,,,,,,,,23,2022,96,30,27,30,0,0,FALSE,4,5,9,8,8,30,7.5,0.927083333
Danny Isidora,2017,OL,min,5,180,miami (fl),0,1,5.03,29,26,94,8.13,4.9,1,1,1,1,1,1,75,306,0,0,0,,,,,,,,,,23,2021,31,4,3,4,0,0,FALSE,0,1,2,1,0,4,1,0.322916667
David Moore,2017,WR,sea,7,226,east central (ok),0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,22,2021,50,12,12,11,0,0,FALSE,2,0,4,3,4,11,2.75,0.660311958
David Njoku,2017,TE,cle,1,29,miami (fl),1,1,4.64,37.5,21,133,6.97,4.34,1,1,1,1,1,1,76,246,0,0,0,,,,,,0.643,0.643285714,1.421,75.4,21,2022,79,18,18,9,0,0,FALSE,3,2,5,0,2,9,2.25,0.721189591
David Sharpe,2017,OL,oak,4,129,florida,0,1,5.44,20.5,19,97,7.87,4.78,1,1,1,1,1,1,78,343,0,0,0,,,,,,,,,,21,2021,37,4,3,4,0,0,FALSE,0,1,0,2,1,4,1,0.30952381
Davis Webb,2017,QB,nyg,3,87,california,0,1,4.79,33,,118,6.92,4.21,1,1,0,1,1,1,77,229,0,0,0,,,,,,,,,,22,2022,2,1,1,0,0,0,FALSE,0,0,0,0,0,0,0,0.161290323
Davon Godchaux,2017,DL,mia,5,178,lsu,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,22,2022,86,32,14,15,0,0,FALSE,4,3,6,5,1,15,3.75,0.743835616
Dawuane Smoot,2017,DL,jax,3,68,illinois,0,1,4.77,29.5,,117,7.18,4.39,1,1,0,1,1,1,75,264,0,0,0,,,,,,,,,,22,2022,87,15,15,10,0,0,FALSE,0,2,1,2,5,10,2.5,0.586848635
De'Angelo Henderson,2017,RB,den,6,203,coastal carolina,0,1,4.48,34,20,120,,,1,1,1,1,0,0,67,208,0,0,0,,,,,,,,,,24,2018,8,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0.092741935
DeAngelo Yancey,2017,WR,gnb,5,175,purdue,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,22,,,,,0,0,0,FALSE,0,0,0,0,0,0,0,0.1152513
DeMarcus Walker,2017,DL,den,2,51,florida st.,0,1,,,18,,,,0,0,1,0,0,0,76,280,0,0,0,,,,,,,,,,22,2022,66,12,6,7,0,0,FALSE,0,1,1,2,3,7,1.75,0.507444169
DeShone Kizer,2017,QB,cle,2,52,notre dame,1,1,4.83,30.5,,107,7.4,4.53,1,1,0,1,1,1,76,233,0,0,0,,,,,,0.376,0.375741935,0.674,319.66,21,2018,18,6,5,6,0,0,FALSE,1,5,1,0,0,6,1.5,0.617511521
Deatrich Wise Jr.,2017,DL,nwe,4,131,arkansas,0,1,4.92,33,22,124,,,1,1,1,1,0,0,77,274,0,0,0,,,,,,,,,,23,2022,95,30,30,19,0,0,FALSE,2,3,4,5,7,19,4.75,0.789081886
Dede Westbrook,2017,WR,jax,4,110,oklahoma,0,1,,,,,,,0,0,0,0,0,0,72,178,0,0,0,,,,,,,,,,23,2021,55,14,13,14,0,0,FALSE,1,3,6,5,0,14,3.5,0.717504333
Derek Barnett,2017,DL,phi,1,14,tennessee,0,1,4.88,31,,117,6.96,4.44,1,1,0,1,1,1,75,259,0,0,0,,,,,,,,,,21,2022,65,22,22,19,0,0,FALSE,3,3,3,7,6,19,4.75,0.789081886
Derek Rivers,2017,DL,nwe,3,83,youngstown st.,0,1,4.61,35,30,123,6.94,4.4,1,1,1,1,1,1,76,248,0,0,0,,,,,,,,,,23,2021,24,4,2,2,0,0,FALSE,0,0,1,0,1,2,0.5,0.267990074
Derrick Jones,2017,DB,nyj,6,204,mississippi,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,22,2018,4,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0.091304348
Deshaun Watson,2017,QB,hou,1,12,clemson,1,1,4.66,32.5,,119,6.95,4.31,1,1,0,1,1,1,74,221,0,0,0,,,,,,0.579,0.57869,1.356,666.432,21,2022,60,55,52,55,0,3,FALSE,3,7,16,16,16,55,13.75,0.979262673
Desmond King,2017,DB,lac,5,151,iowa,0,1,,34,14,117,6.67,4.18,0,1,1,1,1,1,70,201,0,0,0,,,,,,,,,,22,2022,95,26,16,19,1,0,FALSE,4,3,9,4,3,19,4.75,0.831081081
Devante Mays,2017,RB,gnb,7,238,utah st.,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,23,2017,8,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0.092741935
Dion Dawkins,2017,OL,buf,2,63,temple,0,1,5.11,26,26,106,7.3,4.78,1,1,1,1,1,1,76,314,0,0,0,,,,,,,,,,23,2022,95,45,45,25,0,2,FALSE,6,5,5,7,8,25,6.25,0.847916667
Donnel Pumphrey,2017,RB,phi,4,132,san diego st.,1,1,4.48,33.5,5,117,,,1,1,1,1,0,0,68,176,0,0,0,,,,,,0.084,0.084442029,0.84,268.11,22,,,,,0,0,0,FALSE,0,0,0,0,0,0,0,0.092741935
Dorian Johnson,2017,OL,ari,4,115,pittsburgh,0,1,5.27,30,21,114,8.39,5.09,1,1,1,1,1,1,77,300,0,0,0,,,,,,,,,,22,,,,,0,0,0,FALSE,0,0,0,0,0,0,0,0.085416667
Duke Riley,2017,LB,atl,3,75,lsu,0,1,4.58,34.5,18,122,6.89,4.21,1,1,1,1,1,1,72,232,0,0,0,,,,,,,,,,23,2022,90,15,7,13,0,0,FALSE,2,3,4,1,5,13,3.25,0.650712831
Dylan Donahue,2017,DL,nyj,5,181,west georgia,0,0,4.75,29.5,26,116,7.02,4.46,1,1,1,1,1,1,75,248,0,0,0,,,,,,,,,,25,2017,4,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0.5
Eddie Jackson,2017,DB,chi,4,112,alabama,0,1,,,10,,,,0,0,1,0,0,0,72,201,0,0,0,,,,,,,,,,23,2022,88,42,42,43,1,2,FALSE,6,8,13,10,9,40,10,0.986486486
Eddie Vanderdoes,2017,DL,oak,3,88,ucla,0,1,4.99,28.5,28,111,7.69,4.39,1,1,1,1,1,1,75,305,0,0,0,,,,,,,,,,22,2019,19,5,5,5,0,0,FALSE,1,5,0,0,0,5,1.25,0.394520548
Ejuan Price,2017,DL,lar,7,234,pittsburgh,0,0,4.84,31.5,20,117,,4.34,1,1,1,1,0,1,71,241,0,0,0,,,,,,,,,,24,2017,1,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0.066997519
Elijah Hood,2017,RB,oak,7,242,north carolina,0,1,,,18,,,,0,0,1,0,0,0,72,232,0,0,0,,,,,,,,,,21,2017,1,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0.092741935
Elijah Lee,2017,LB,min,7,232,kansas st.,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,21,2022,74,8,,6,0,0,FALSE,0,1,4,1,0,6,1.5,0.458248473
Elijah McGuire,2017,RB,nyj,6,188,louisiana,1,1,4.53,36,15,120,7.26,4.56,1,1,1,1,1,1,70,214,0,0,0,,,,,,0.283,0.282651786,1.023,208.608,23,2018,24,6,6,6,0,0,FALSE,0,3,3,0,0,6,1.5,0.467741935
Elijah Qualls,2017,DL,phi,6,214,washington,0,1,5.13,31.5,33,105,7.65,4.66,1,1,1,1,1,1,73,313,0,0,0,,,,,,,,,,22,2017,6,1,1,1,0,0,FALSE,0,1,0,0,0,1,0.25,0.15890411
Eric Saubert,2017,TE,atl,5,174,drake,0,1,,33,22,121,,,0,1,1,1,0,0,77,253,0,0,0,,,,,,,,,,23,2022,74,1,0,0,0,0,FALSE,0,0,0,0,0,0,0,0.141263941
Ethan Pocic,2017,OL,sea,2,58,lsu,0,1,5.15,27,26,107,7.89,4.81,1,1,1,1,1,1,78,310,0,0,0,,,,,,,,,,22,2022,70,24,19,16,0,0,FALSE,2,5,3,1,7,16,4,0.621495327
Evan Engram,2017,TE,nyg,1,23,mississippi,1,1,4.42,36,19,125,6.92,4.23,1,1,1,1,1,1,75,234,0,0,0,,,,,,0.74,0.739777778,2.95,156.396,23,2022,82,26,19,19,0,1,FALSE,6,5,5,4,5,19,4.75,0.903345725
Fabian Moreau,2017,DB,was,3,81,ucla,0,1,4.35,38,,136,6.94,4.12,1,1,0,1,1,1,72,206,0,0,0,,,,,,,,,,23,2022,90,17,9,11,0,0,FALSE,3,1,4,3,3,11,2.75,0.704347826
Forrest Lamp,2017,OL,lac,2,38,western kentucky,0,1,5,27.5,34,111,7.55,4.62,1,1,1,1,1,1,76,309,0,0,0,,,,,,,,,,23,2021,26,8,8,9,0,0,FALSE,1,0,0,1,8,9,2.25,0.533333333
Gareon Conley,2017,DB,oak,1,24,ohio st.,0,1,4.44,37,11,129,6.68,4.18,1,1,1,1,1,1,72,195,0,0,0,,,,,,,,,,22,2019,31,9,7,9,0,0,FALSE,1,0,5,4,0,9,2.25,0.660869565
Garett Bolles,2017,OL,den,1,20,utah,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,25,2022,82,34,34,28,0,0,FALSE,5,6,7,6,9,28,7,0.858630952
George Kittle,2017,TE,sfo,5,146,iowa,0,1,4.52,35,18,132,,,1,1,1,1,0,0,76,247,0,0,0,,,,,,,,,,23,2022,82,42,42,30,1,4,FALSE,5,4,10,11,5,30,7.5,0.992565056
Gerald Everett,2017,TE,lar,2,44,south alabama,0,1,4.62,37.5,22,126,6.99,4.33,1,1,1,1,1,1,75,239,0,0,0,,,,,,,,,,23,2022,92,20,10,12,0,0,FALSE,2,3,3,3,3,12,3,0.802973978
Grover Stewart,2017,DL,ind,4,144,albany state (ga),0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,23,2022,96,28,28,16,0,0,FALSE,4,1,2,5,8,16,4,0.761643836
Haason Reddick,2017,LB,ari,1,13,temple,0,1,4.52,36.5,24,133,7.01,4.37,1,1,1,1,1,1,73,237,0,0,0,,,,,,,,,,22,2022,97,37,15,19,0,1,FALSE,4,3,6,3,7,19,4.75,0.767820774
Harrison Butker,2017,K,car,7,233,georgia tech,0,1,,,,,,,0,0,0,0,0,0,76,199,0,0,0,,,,,,,,,,22,2022,90,20,,17,0,0,FALSE,1,5,4,5,3,17,4.25,1
Howard Wilson,2017,DB,cle,4,126,houston,0,1,4.57,33.5,,119,6.68,3.94,1,1,0,1,1,1,73,184,0,0,0,,,,,,,,,,21,,,,,0,0,0,FALSE,0,0,0,0,0,0,0,0.091304348
Ifeadi Odenigbo,2017,DL,min,7,220,northwestern,0,1,4.72,31.5,25,128,7.26,4.4,1,1,1,1,1,1,75,258,0,0,0,,,,,,,,,,23,2022,55,11,9,10,0,0,FALSE,1,0,0,3,7,10,2.5,1
Isaac Asiata,2017,OL,mia,5,164,utah,0,1,5.34,25.5,35,102,7.83,4.93,1,1,1,1,1,1,75,323,0,0,0,,,,,,,,,,24,2018,2,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0.085416667
Isaac Rochell,2017,DL,lac,7,225,notre dame,0,1,4.89,31.5,25,114,,,1,1,1,1,0,0,76,280,0,0,0,,,,,,,,,,22,2022,70,9,8,9,0,0,FALSE,0,0,3,1,5,9,2.25,0.567123288
Isaiah Ford,2017,WR,mia,7,237,virginia tech,1,1,4.61,35.5,14,127,6.94,4.34,1,1,1,1,1,1,73,194,0,0,0,,,,,,0.749,0.749170455,1.874,218.343,21,2021,32,5,5,4,0,0,FALSE,0,0,0,2,2,4,1,0.464471404
Isaiah McKenzie,2017,WR,den,5,172,georgia,1,1,4.42,36,11,123,6.64,4.15,1,1,1,1,1,1,67,173,0,0,0,,,,,,0.204,0.203526316,1.734,81.715,22,2022,80,14,0,8,0,0,FALSE,2,0,2,2,4,8,2,0.603119584
JJ Dielman,2017,OL,cin,5,176,utah,0,1,,,27,,,,0,0,1,0,0,0,77,309,0,0,0,,,,,,,,,,23,,,,,0,0,0,FALSE,0,0,0,0,0,0,0,0.046728972
Jabrill Peppers,2017,DB,cle,1,25,michigan,0,1,4.46,35.5,19,128,,,1,1,1,1,0,0,71,213,0,0,0,,,,,,,,,,21,2022,78,24,12,23,0,0,FALSE,4,5,7,4,7,23,5.75,0.891891892
Jack Tocho,2017,DB,min,7,245,north carolina st.,0,1,4.54,35,21,125,,,1,1,1,1,0,0,72,202,0,0,0,,,,,,,,,,21,,,,,0,0,0,FALSE,0,0,0,0,0,0,0,0.091304348
Jake Butt,2017,TE,den,5,145,michigan,1,1,,,,,,,0,0,0,0,0,0,77,246,0,0,0,,,,,,0.748,0.74775,2.25,98.748,22,2020,8,1,1,1,0,0,FALSE,0,0,1,0,0,1,0.25,0.323420074
Jake Elliott,2017,K,cin,5,153,memphis,0,1,4.79,,,,,,1,0,0,0,0,0,69,167,0,0,0,,,,,,,,,,22,2022,96,17,,11,0,1,FALSE,1,3,3,3,2,11,2.75,0.763157895
Jaleel Johnson,2017,DL,min,4,109,iowa,0,1,5.38,28,19,100,7.64,4.62,1,1,1,1,1,1,75,316,0,0,0,,,,,,,,,,23,2022,74,13,12,12,0,0,FALSE,1,0,2,3,7,12,3,0.664383562
Jalen Myrick,2017,DB,jax,7,222,minnesota,0,1,4.28,37.5,13,124,7.06,4.22,1,1,1,1,1,1,70,200,0,0,0,,,,,,,,,,22,2017,5,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0.091304348
Jalen Reeves-Maybin,2017,LB,det,4,124,tennessee,0,1,,,,,,,0,0,0,0,0,0,72,230,0,0,0,,,,,,,,,,22,2022,87,11,9,5,0,0,FALSE,1,1,1,3,0,5,1.25,0.413441955
Jamaal Williams,2017,RB,gnb,4,134,byu,1,1,4.59,30,,123,7.25,4.53,1,1,0,1,1,1,72,212,0,0,0,,,,,,0.102,0.101547826,0.401,82.517,22,2022,90,31,19,21,0,0,FALSE,3,6,4,5,6,21,5.25,0.801075269
Jamal Adams,2017,DB,nyj,1,6,lsu,0,1,4.56,31.5,18,120,6.96,4.13,1,1,1,1,1,1,72,214,0,0,0,,,,,,,,,,21,2022,71,42,29,42,1,3,FALSE,5,7,10,14,11,42,10.5,1
Jamal Agnew,2017,DB,det,5,165,san diego,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,22,2022,71,18,13,14,1,1,FALSE,0,8,1,3,2,14,3.5,0.786956522
James Conner,2017,RB,pit,3,105,pittsburgh,1,1,4.65,29,20,113,,,1,1,1,1,0,0,73,233,0,0,0,,,,,,0.034,0.033685714,1.108,118.295,22,2022,78,32,19,21,0,2,FALSE,4,1,10,4,6,21,5.25,0.801075269
Jarrad Davis,2017,LB,det,1,21,florida,0,1,,,,,,,0,0,0,0,0,0,73,238,0,0,0,,,,,,,,,,22,2022,68,22,20,21,0,0,FALSE,3,6,8,5,2,21,5.25,0.800407332
Jayon Brown,2017,LB,ten,5,155,ucla,0,1,4.7,31.5,17,120,,,1,1,1,1,0,0,72,231,0,0,0,,,,,,,,,,22,2022,74,26,23,24,0,0,FALSE,3,2,8,8,6,24,6,0.847250509
Jehu Chesson,2017,WR,kan,4,139,michigan,1,1,4.47,35.5,10,132,6.7,4.09,1,1,1,1,1,1,75,204,0,0,0,,,,,,0.787,0.787444444,2.065,108.681,23,2018,24,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0.1152513
Jeremiah Ledbetter,2017,DL,det,6,205,arkansas,0,1,4.84,32.5,29,113,7.55,4.56,1,1,1,1,1,1,75,280,0,0,0,,,,,,,,,,23,2022,21,1,1,1,0,0,FALSE,0,1,0,0,0,1,0.25,0.183622829
Jeremy Clark,2017,DB,nyj,6,197,michigan,0,1,,,20,,,,0,0,1,0,0,0,75,220,0,0,0,,,,,,,,,,23,2018,2,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0.091304348
Jeremy McNichols,2017,RB,tam,5,162,boise st.,1,1,4.49,35.5,,121,6.93,4.28,1,1,0,1,1,1,69,214,0,0,0,,,,,,0.536,0.536363636,1.049,184.209,21,2021,34,5,,2,0,0,FALSE,0,0,0,0,2,2,0.5,0.274193548
Jeremy Sprinkle,2017,TE,was,5,154,arkansas,0,1,4.69,29,,116,,,1,1,0,1,0,0,77,252,0,0,0,,,,,,,,,,23,2021,76,2,2,2,0,0,FALSE,2,0,0,2,0,2,0.5,0.431226766
Jermaine Eluemunor,2017,OL,bal,5,159,texas aandm,0,1,5.22,,34,,,,1,0,1,0,0,0,76,332,0,0,0,,,,,,,,,,22,2022,70,16,3,7,0,0,FALSE,1,2,1,1,3,7,1.75,0.447916667
Joe Mixon,2017,RB,cin,2,48,oklahoma,1,0,,,,,,,,,,,,,,,0,0,0,,,,,,0.358,0.358194444,0.718,133.912,21,2022,80,42,42,28,0,1,FALSE,4,7,11,7,3,28,7,0.873655914
Joe Williams,2017,RB,sfo,4,121,utah,0,1,4.41,35,14,125,7.19,4.19,1,1,1,1,1,1,71,210,0,0,0,,,,,,,,,,24,,,,,0,0,0,FALSE,0,0,0,0,0,0,0,0.092741935
Joey Ivie,2017,DL,dal,7,228,florida,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,22,2019,8,0,,0,0,0,FALSE,0,0,0,0,0,0,0,0.061643836
John Johnson,2017,DB,lar,3,91,boston col.,0,1,4.61,37,14,119,6.72,4.18,1,1,1,1,1,1,73,205,0,0,0,,,,,,,,,,21,2022,86,26,16,19,0,0,FALSE,5,4,5,3,7,19,4.75,0.831081081
John Ross,2017,WR,cin,1,9,washington,1,1,4.22,37,,133,,,1,1,0,1,0,0,71,188,0,0,0,,,,,,0.643,0.643047619,1.894,112.53,21,2021,37,7,5,5,0,0,FALSE,1,0,2,3,0,5,1.25,0.505199307
Jonathan Allen,2017,DL,was,1,17,alabama,0,1,5,30,21,108,7.49,4.5,1,1,1,1,1,1,75,286,0,0,0,,,,,,,,,,22,2022,85,44,44,28,0,2,FALSE,5,2,8,7,11,28,7,0.921836228
Jonnu Smith,2017,TE,ten,3,100,florida international,1,1,4.62,38,22,127,,4.18,1,1,1,1,0,1,75,248,0,0,0,,,,,,0.644,0.64404878,2.153,114.543,22,2022,90,16,11,12,0,0,FALSE,5,1,2,4,5,12,3,0.802973978
Jordan Carrell,2017,DL,dal,7,246,colorado,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,23,,,,,0,0,0,FALSE,0,0,0,0,0,0,0,0.061643836
Jordan Evans,2017,LB,cin,6,193,oklahoma,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,22,2021,65,9,9,10,0,0,FALSE,0,3,3,1,3,10,2.5,0.589613035
Jordan Leggett,2017,TE,nyj,5,150,clemson,0,1,,33,18,114,7.12,4.33,0,1,1,1,1,1,77,258,0,0,0,,,,,,,,,,22,2018,15,1,1,1,0,0,FALSE,0,0,1,0,0,1,0.25,0.323420074
Jordan Morgan,2017,OL,chi,5,147,kutztown (pa),0,1,5.36,27,21,102,8.13,4.73,1,1,1,1,1,1,75,309,0,0,0,,,,,,,,,,23,,,,,0,0,0,FALSE,0,0,0,0,0,0,0,0.085416667
Jordan Willis,2017,LB,cin,3,73,kansas st.,0,0,4.53,39,24,125,6.85,4.28,1,1,1,1,1,1,76,255,0,0,0,,,,,,,,,,22,2022,69,8,4,6,0,0,FALSE,0,2,2,1,1,6,1.5,0.47826087
Josh Carraway,2017,LB,ten,7,227,tcu,0,0,4.74,29.5,25,120,7.2,4.44,1,1,1,1,1,1,75,242,0,0,0,,,,,,,,,,23,2017,1,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0.072463768
Josh Harvey-Clemons,2017,DB,was,7,230,louisville,0,1,,31.5,12,121,,,0,1,1,1,0,0,76,217,0,0,0,,,,,,,,,,23,2019,35,4,4,4,0,0,FALSE,0,1,2,1,0,4,1,0.277027027
Josh Jones,2017,DB,gnb,2,61,north carolina st.,0,1,4.41,37.5,20,132,,,1,1,1,1,0,0,73,220,0,0,0,,,,,,,,,,22,2022,70,11,5,11,0,0,FALSE,1,3,2,0,6,11,2.75,0.567567568
Josh Malone,2017,WR,cin,4,128,tennessee,1,1,4.4,30.5,10,121,7.05,4.19,1,1,1,1,1,1,75,208,0,0,0,,,,,,0.129,0.129111111,1.712,106.507,21,2020,26,1,1,1,0,0,FALSE,1,1,0,0,0,1,0.25,0.280762565
Josh Reynolds,2017,WR,lar,4,117,texas aandm,0,1,4.52,37,,124,6.83,4.13,1,1,0,1,1,1,75,194,0,0,0,,,,,,,,,,22,2022,90,19,10,12,0,0,FALSE,2,1,4,3,4,12,3,0.681109185
Joshua Dobbs,2017,QB,pit,4,135,tennessee,1,1,4.64,33,,122,6.75,4.31,1,1,0,1,1,1,75,216,0,0,0,,,,,,0.106,0.106104895,1.038,414.096,22,2022,8,1,0,0,0,0,FALSE,0,0,0,0,0,0,0,0.161290323
